siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement,site_web,statut_recherche,source_site_web,site_verifie,verification_raison,nb_pages,profondeur_max,has_sitemap,has_blog,blog_url,has_rss,blog_status,derniere_maj_blog,frequence_publication,derniere_date,activite_status,pages_sans_title,pages_title_court,titles_dupliques,pages_sans_meta_desc,pages_sans_h1,pages_h1_multiple,pages_sans_canonical,has_robots_txt,pages_noindex,mots_moyen_par_page,pages_vides,ratio_texte_html,cms_detecte,audit_erreur
903686079,18,90368607900018,O,2021-09-01,11,2023,3012ZZ,2025-12-06T00:06:59.013,True,A,O,,2021-09-01,5499,CHANTIER NAVAL DES MINIMES,,,,,,,,,,,3012Z,NAFRev2,,N,,11,2023,18,2025-12-06T05:22:15.528,PME,2023,,4.0,,,RUE,DE LA BONETTE,17000,LA ROCHELLE,,17300,,,173001045_B,379170.45690298895,6569621.558491681,A,,,,CHANTIER NAVAL DES MINIMES,30.12Z,NAFRev2,O,30.12Y,https://chantier-naval-minimes.com/,TROUVÉ,DDG Rank 1,True,Mot-clé 'chantier' trouvé dans le domaine,10.0,1.0,False,True,https://chantier-naval-minimes.com/actualites-du-chantier,True,présent,,,2025-10-02,semi-actif,0.0,9.0,0.0,3.0,10.0,0.0,0.0,True,0.0,215.0,2.0,0.01,WordPress,
815131842,24,81513184200024,O,2020-09-01,11,2023,,2025-12-06T00:32:19.286,True,A,O,,2015-12-01,5710,PINBALL BOAT,,,,,,,,,,,3012Z,NAFRev2,,N,,11,2023,24,2025-12-06T05:53:16.153,PME,2023,,33.0,,,RUE,DES CAYANNES ZA D'ORS,17480,LE CHATEAU D'OLERON,,17093,,,,,,A,,,,,30.12Z,NAFRev2,O,30.12Y,https://www.pinball-boat.com/,TROUVÉ,DDG Rank 1,True,Mot-clé 'pinball' trouvé dans le domaine,10.0,1.0,False,True,https://www.pinball-boat.com/fr/actualites,False,présent,,,,inconnu,0.0,9.0,0.8,0.0,8.0,0.0,10.0,False,0.0,183.0,1.0,0.02,,
518336623,21,51833662300021,O,2011-03-15,11,2023,3012ZZ,2025-12-06T00:02:25.563,True,A,O,,2009-11-04,5710,SEALVER,,,,,,,,,,,3012Z,NAFRev2,,,,11,2023,21,2025-12-06T08:17:24.188,PME,2023,,1203.0,,,RUE,DE L'ARIESTE,40460,SANGUINET,,40287,,,402870340_B,377284.22215526295,6383577.473718151,A,,,,,30.12Z,NAFRev2,O,30.12Y,https://sealver.com/,TROUVÉ,DDG Rank 2,True,Mot-clé 'sealver' trouvé dans le domaine,10.0,1.0,False,True,https://sealver.com/press-articles-news-sealver-waveboat/,True,présent,,,2026-01-26,semi-actif,0.0,0.0,0.0,0.0,4.0,1.0,0.0,True,0.0,445.0,0.0,0.02,WordPress,
903120418,20,90312041800020,O,2021-11-04,11,2023,,2025-12-06T03:04:00.62,True,A,O,,2021-09-14,5710,UCHIMATA SERVICES,,,,,,,,,,,3315Z,NAFRev2,,N,,11,2023,20,2025-12-06T05:15:36.317,PME,2023,,3.0,,,QUAI,MARILLAC,17000,LA ROCHELLE,,17300,,,173005385_B,379002.6193634276,6569315.919660628,A,,,,UCHIMATA,33.15Z,NAFRev2,O,33.15Y,https://uchimata-shop.fr/,TROUVÉ,DDG Rank 1,True,Mot-clé 'uchimata' trouvé dans le domaine,10.0,1.0,False,True,https://uchimata-shop.fr/blog.html,False,présent,,,,inconnu,0.0,6.0,0.0,4.0,1.0,0.0,3.0,True,0.0,464.0,0.0,0.03,Shopify,
342012390,23,34201239000023,O,1987-07-01,41,2023,,2025-12-06T00:13:08.377,True,A,O,,1987-07-01,5710,CONSTRUCTION NAVALE BORDEAUX,,,,,,,,,,,3012Z,NAFRev2,,N,,41,2023,23,2025-12-06T05:21:15.495,ETI,2023,CS 81217,162.0,,,QUAI,DE BRAZZA,33100,BORDEAUX,,33063,,,330631230_B,420453.23977182544,6424489.060558825,A,,,,,30.12Z,NAFRev2,O,30.12Y,,NON TROUVÉ,,False,URL manquante,,,,,,,,,,,,,,,,,,,,,,,,,
344528484,27,34452848400027,O,2003-12-05,12,2023,,2025-12-06T00:57:57.658,True,A,O,,1988-03-29,5710,CHANTIER NAUTIQUE DU VIEUX PORT,,,,,,,,,,,3315Z,NAFRev2,,N,,12,2023,27,2025-12-06T07:01:04.407,PME,2023,PLATEAU NAUTIQUE,2.0,,,AVENUE,ALBERT EINSTEIN,17000,LA ROCHELLE,,17300,,,173000107_B,379394.5277020186,6569370.882083725,A,,,,,33.15Z,NAFRev2,O,33.15Y,https://chantiernautiqueduvieuxport.com/,TROUVÉ,DDG Rank 1,True,Mot-clé 'chantier' trouvé dans le domaine,10.0,1.0,False,False,,True,absent,,,2026-01-27,semi-actif,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,0.0,220.0,0.0,0.03,WordPress,
892273319,12,89227331900012,O,2021-01-02,11,2023,3315ZZ,2026-01-16T13:09:51.005,True,A,O,,2021-01-02,5710,BY PAINT SERVICE,,,,,,,,,,,3012Z,NAFRev2,,N,,11,2023,12,2026-01-16T13:09:50.987,PME,2023,,13.0,,,AV,ARMAND BERAUD,33440,SAINT VINCENT DE PAUL,,33487,,,334870003_C,,,A,,,,,30.12Z,NAFRev2,N,30.12Y,https://paintslab.com/,TROUVÉ,DDG Rank 2,True,Mot-clé 'paint' trouvé dans le domaine,10.0,1.0,False,True,https://paintslab.com/blogs/news,False,présent,,,,inconnu,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,0.0,1087.0,0.0,0.02,Shopify,
347987901,19,34798790100019,O,1988-10-01,12,2023,,2025-12-05T22:00:05.728,True,A,O,,1988-10-01,5710,BOLUDA LA ROCHELLE,,,,,,,,,,,5222Z,NAFRev2,,N,,12,2023,19,2025-12-06T09:28:39.899,ETI,2023,LA PALLICE,,,,RUE,DU DAHOMEY,17000,LA ROCHELLE,,17300,,,173002280_C,,,A,,,,,52.22Z,NAFRev2,O,52.22Y,https://boluda.fr/,TROUVÉ,DDG Rank 1,True,Mot-clé 'boluda' trouvé dans le domaine,10.0,1.0,False,True,https://boluda.fr/media,True,présent,,,2025-11-17,semi-actif,0.0,0.0,0.0,0.0,9.0,0.0,0.0,True,0.0,492.0,0.0,0.03,WordPress,
348116971,14,34811697100014,O,1988-10-01,11,2023,,2025-12-25T13:24:55.653,True,A,O,,1988-10-01,5710,SOCIETE FOURAS AIX,,,,,,,,,,,5010Z,NAFRev2,,N,,11,2023,14,2025-12-25T13:24:55.644,GE,2023,,3.0,,,RUE,GOURGAUD,17123,ILE-D'AIX,,17004,,,170040040_B,377152.87139028136,6554272.561046331,A,,,,,50.10Z,NAFRev2,N,50.10Y,,NON TROUVÉ,,False,URL manquante,,,,,,,,,,,,,,,,,,,,,,,,,
379124779,16,37912477900016,O,1990-07-01,22,2023,,2025-12-05T16:04:20.521,True,A,O,,1990-07-01,5710,NAUTITECH CATAMARANS,CIM,,,,,,,,,,3012Z,NAFRev2,,N,,22,2023,16,2025-12-06T05:19:59.382,PME,2023,ZI CANAL DES SOEURS,5.0,,,RUE,HUBERT PENNEVERT,17300,ROCHEFORT,,17299,,,172990962_B,393717.4784746509,6547781.1595913535,A,,,,,30.12Z,NAFRev2,O,30.12Y,https://www.nautitechcatamarans.com/,TROUVÉ,DDG Rank 1,True,Mot-clé 'nautitech' trouvé dans le domaine,10.0,1.0,True,True,https://www.nautitechcatamarans.com/fr/actualites-et-evenements.html,False,présent,,,,inconnu,0.0,0.0,0.1,5.0,2.0,0.0,0.0,True,0.0,1703.0,0.0,0.13,Drupal,
843089319,19,84308931900019,O,2018-10-08,12,2023,,2025-12-06T04:41:51.903,True,A,O,,2018-10-08,5710,BORDEAUX OPERATIONS PORTUAIRES - BOP,,,,,,,,,,,5222Z,NAFRev2,,N,,12,2023,19,2025-12-06T11:12:59.833,ETI,2023,CS 41430,152.0,,,QUAI,DE BACALAN,33300,BORDEAUX,,33063,,,330630540_B,419649.9959633732,6424532.263983427,A,,,,,52.22Z,NAFRev2,O,52.22Y,,NON TROUVÉ,,False,URL manquante,,,,,,,,,,,,,,,,,,,,,,,,,
830434809,26,83043480900026,O,2020-02-25,12,2023,,2025-12-06T00:07:04.015,True,A,O,,2017-06-07,5710,RM YACHTS,,,,,,,,,,,3012Z,NAFRev2,,N,,12,2023,26,2025-12-06T05:22:14.96,ETI,2023,SITE DES QUATRE CHEVALIERS,,,,ROND POINT,DE LA REPUBLIQUE,17180,PERIGNY,,17274,,,172740299_B,382891.8513931196,6569824.513017987,A,,,,,30.12Z,NAFRev2,O,30.12Y,https://www.rm-yachts.com/,TROUVÉ,DDG Rank 1,True,Mot-clé 'yachts' trouvé dans le domaine,10.0,1.0,False,True,https://www.rm-yachts.com/newsletter-rm-yachts,True,présent,,,2026-01-13,semi-actif,0.0,0.0,0.1,1.0,1.0,1.0,1.0,True,1.0,479.0,0.0,0.02,WordPress,
319116661,111,31911666100111,O,2003-07-01,3,2023,,2025-12-05T22:58:28.959,False,A,O,,1980-09-01,5710,SEA INVEST SHIPPING AGENCY,,,,,,,,,,,5222Z,NAFRev2,,N,,21,2023,137,2025-12-06T06:07:32.342,ETI,2023,,1.0,,,RUE,RICHELIEU,33530,BASSENS,,33032,,,330320603_B,421135.87456232816,6429589.536111637,A,,,,,52.22Z,NAFRev2,O,52.22Y,https://sea-invest.com/,TROUVÉ,DDG Rank 1,True,Mot-clé 'sea' trouvé dans le domaine,10.0,1.0,False,True,https://sea-invest.com/news,True,présent,,,2026-02-02,semi-actif,0.0,0.0,0.2,10.0,2.0,2.0,0.0,True,0.0,304.0,0.0,0.02,WordPress,
340889476,40,34088947600040,O,2009-03-25,12,2023,,2025-12-06T05:06:57.688,False,A,O,,1987-03-04,5599,OCEA,,,,,,,,,,,3011Z,NAFRev2,,N,,32,2023,16,2025-12-06T05:18:03.304,ETI,2023,,3.0,,,RUE,DE LA COTE D'IVOIRE,17000,LA ROCHELLE,,17300,,,173002170_B,374495.4172011495,6570505.0394882895,A,,,,,30.11Z,NAFRev2,O,30.13Y,https://www.ocea.fr/,TROUVÉ,DDG Rank 2,True,Mot-clé 'ocea' trouvé dans le domaine,5.0,1.0,False,False,,False,absent,,,2025-10-10,semi-actif,0.0,3.0,0.0,0.0,1.0,0.0,0.0,True,0.0,442.0,0.0,0.03,WordPress,
379722275,60,37972227500060,O,2022-01-01,11,2023,3315ZZ,2025-12-05T15:34:49.04,False,A,O,,1990-10-25,5499,RC MARINE LA ROCHELLE,,,,,,,,,,,4764Z,NAFRev2,,N,,12,2023,78,2025-12-06T06:18:47.901,ETI,2023,,10.0,,,RUE,DE LA BONETTE,17000,LA ROCHELLE,,17300,,,173001045_B,379156.8596787365,6569577.681984792,A,,,,,33.15Z,NAFRev2,O,33.15Y,https://www.rc-marine.fr/,TROUVÉ,DDG Rank 1,True,Mot-clé 'marine' trouvé dans le domaine,10.0,1.0,False,True,https://www.rc-marine.fr/fr/actualites,False,présent,,,,inconnu,0.0,0.0,0.0,9.0,0.0,0.0,0.0,True,0.0,286.0,0.0,0.02,,
385097472,26,38509747200026,O,1992-01-01,3,2023,,2025-12-06T02:26:17.064,False,A,O,,1992-01-01,4150,REGIE DU PORT D'ARCACHON,,,,,,,,,,,9329Z,NAFRev2,,N,,12,2023,18,2025-12-06T06:23:52.633,PME,2023,,,,,QUAI,DU CDT SILHOUETTE,33120,ARCACHON,,33009,,,,,,A,PORT DE PECHE,,,,52.22Z,NAFRev2,O,52.22Y,,NON TROUVÉ,,False,URL manquante,,,,,,,,,,,,,,,,,,,,,,,,,
390549822,166,39054982200166,O,2013-01-08,3,2023,,2025-12-06T00:40:02.639,False,A,O,,1993-02-15,5710,MSC - MEDITERRANEAN SHIPPING COMPANY FRANCE,,,,,,,,,,,5020Z,NAFRev2,,N,,41,2023,182,2025-12-06T05:23:46.121,ETI,2023,,88.0,,,AVENUE,PRESIDENT J.F. KENNEDY,33700,MERIGNAC,,33281,,,332812435_B,409036.66056045867,6421933.402409175,A,,,,,50.20Z,NAFRev2,O,52.31Y,https://www.msc.com/,TROUVÉ,DDG Rank 1,True,Mot-clé 'msc' trouvé dans le domaine,0.0,0.0,False,False,,False,absent,,,,inconnu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,,Aucune page accessible
404530925,76,40453092500076,O,2004-06-29,2,2023,,2025-12-06T04:35:29.371,False,A,O,,1996-03-19,5499,COURMAR,,,,,,,,,,,5222Z,NAFRev2,,N,,21,2023,19,2025-12-06T08:46:43.738,PME,2023,,112.0,,,BOULEVARD,EMILE DELMAS,17000,LA ROCHELLE,,17300,,,173002840_B,374816.3260309564,6571023.244888817,A,,,,,52.22Z,NAFRev2,O,52.22Y,,NON TROUVÉ,,False,URL manquante,,,,,,,,,,,,,,,,,,,,,,,,,
441133808,101,44113380800101,O,2003-06-01,42,2023,,2025-12-06T02:07:17.006,False,A,O,,2002-01-31,5599,NAVAL GROUP,,,,,,,,,,,3011Z,NAFRev2,,N,,53,2023,135,2025-12-22T18:31:39.631,GE,2023,,,,,AVENUE,JEAN JAURES,16600,RUELLE-SUR-TOUVRE,,16291,,,162910500_B,483737.2371163002,6512461.27813298,A,,,,,30.11Z,NAFRev2,O,30.13Y,https://www.naval-group.com/,TROUVÉ,DDG Rank 2,True,Mot-clé 'naval' trouvé dans le domaine,10.0,1.0,True,True,https://www.naval-group.com/fr/actualites-0,False,présent,,,,inconnu,0.0,0.0,0.0,3.0,0.0,1.0,0.0,True,0.0,1051.0,0.0,0.07,Drupal,
